0 -0.0239258 0.0253771 0.00845904 0.000717773 7.9727e-20 0.00101508
0.005 -0.0239258 0.0253771 0.00845904 0.000717773 7.9727e-20 0.00101508
0.01 -0.0239258 0.0253771 0.00845904 -6.2154e-20 7.9727e-20 0.00101508
0.015 -0.0239258 0.0253771 0.00845904 -0.000717773 -0.000507542 0.00152263
0.02 -0.0239258 0.0338362 -4.12166e-18 -0.000717773 -0.00101508 0.00203017
0.025 -0.0239258 0.0338362 -0.0169181 -0.000717773 -0.00101508 0.00203017
0.03 1.55385e-18 0.0253771 -0.0253771 -9.3231e-20 -0.000507542 0.00152263
0.035 1.0359e-18 0.0169181 -0.0169181 0.000717773 -0.000507542 0.00152263
0.04 7.3727e-35 0.0169181 -1.32815e-18 -9.3231e-20 -0.000507542 0.00152263
0.045 -1.0359e-18 0.0169181 0.0169181 -9.3231e-20 -0.000507542 0.00152263
0.05 -1.0359e-18 0.0169181 0.0169181 -9.3231e-20 -0.000507542 0.00152263
0.055 -0.0239258 0.0338362 0.0169181 -9.3231e-20 -0.000507542 0.00152263
0.06 -0.0478516 0.0338362 0.0169181 -9.3231e-20 -0.000507542 0.00152263
0.065 -0.0717773 0.0338362 -7.0507e-18 -6.2154e-20 7.9727e-20 0.00101508
0.07 -0.0717773 0.0169181 -5.7234e-18 -3.1077e-20 0.000507542 0.000507542
0.075 -0.0957031 0.0253771 0.00845904 -3.1077e-20 0.000507542 0.000507542
0.08 -0.0717773 0.0169181 0.0169181 -6.2154e-20 0.00101508 0.00101508
0.085 -0.0717773 0.0253771 0.0253771 -9.3231e-20 0.00152263 0.00152263
0.09 -0.0478516 0.0169181 0.0338362 -9.3231e-20 0.00152263 0.00152263
0.095 -0.0717773 0.0338362 0.0338362 -9.3231e-20 0.00253771 0.00152263
0.1 -0.0717773 0.0338362 0.0169181 0.000717773 0.00253771 0.000507542
0.105 -0.0478516 0.0507542 -6.91518e-18 0.00143555 0.00101508 8.15269e-21
0.11 -0.0239258 0.0507542 -5.44981e-18 0.00143555 0 8.7899e-20
0.115 0.0239258 0.0253771 0.0253771 0.000717773 -0.000507542 0.000507542
0.12 0.0239258 0.00845904 0.0592133 -9.3231e-20 0.000507542 0.00152263
0.125 -6.2154e-18 -0.0169181 0.101508 -0.000717773 0.00304525 0.00203017
0.13 -5.1795e-18 -0.0338362 0.0845904 -0.00143555 0.00406034 0.00304525
0.135 -5.1795e-19 -0.0422952 0.00845904 -0.00143555 0.00101508 0.00304525
0.14 0.0717773 -0.0422952 -0.126886 -0.00143555 -0.00659805 0.0035528
0.145 0.16748 -0.0253771 -0.194558 -0.000717773 -0.0126886 0.00253771
0.15 0.263184 0.0676723 -0.186099 0.00215332 -0.0157338 -0.00152263
0.155 0.263184 0.152263 -0.0845904 0.00430664 -0.0106584 -0.00456788
0.16 0.119629 0.17764 0.126886 0.00430664 0.00203017 -0.00609051
0.165 -0.0239258 0.0845904 0.203017 0.00143555 0.00913576 -0.00304525
0.17 -0.119629 -0.135345 0.135345 -0.00574219 0.00964331 0.00659805
0.175 -0.0957031 -0.279148 -0.00845904 -0.00933105 0.00152263 0.0116735
0.18 0.119629 -0.296066 -0.228394 -0.00861328 -0.0147187 0.0126886
0.185 0.263184 -0.152263 -0.270689 -0.00430664 -0.0208092 0.00761314
0.19 0.263184 0.194558 -0.109968 0.00645996 -0.0147187 -0.00558297
0.195 0.0957031 0.389116 0.101508 0.0114844 -0.00101508 -0.0131961
0.2 -0.287109 0.397575 0.329903 0.0107666 0.0203017 -0.0131961
0.205 -0.478516 0.0169181 0.287607 -0.00143555 0.0253771 0.00101508
0.21 -0.382813 -0.304525 0.118427 -0.0100488 0.0157338 0.0126886
0.215 9.84105e-18 -0.499083 -0.160722 -0.0150732 -0.00812068 0.0192866
0.22 0.263184 -0.321444 -0.236853 -0.00933105 -0.0192866 0.0131961
0.225 0.382813 0.219935 -0.118427 0.00645996 -0.017764 -0.00659805
0.23 0.239258 0.490624 0.0338362 0.0129199 -0.00659805 -0.0167489
0.235 -0.0957031 0.406034 0.152263 0.0100488 0.00913576 -0.0131961
0.24 -0.263184 0.101508 0.101508 0.00143555 0.012181 -0.00203017
0.245 -0.239258 -0.312985 -0.0422952 -0.00933105 0.00456788 0.0126886
0.25 -0.119629 -0.346821 -0.0930495 -0.0100488 -0.00152263 0.0147187
0.255 0.0478516 -0.0761314 -0.0253771 -0.00143555 -0.0035528 0.00456788
0.26 0.0957031 0.118427 0.0507542 0.00430664 -0.00152263 -0.00253771
0.265 0.0717773 0.194558 0.0930495 0.00574219 0.00152263 -0.00558297
0.27 0.0478516 0.101508 0.0507542 0.00215332 0.000507542 -0.00253771
0.275 0.0717773 -0.0761314 -0.0253771 -0.00287109 -0.00507542 0.00406034
0.28 0.143555 -0.143804 -0.0761314 -0.00430664 -0.00913576 0.00609051
0.285 0.16748 -0.101508 -0.0676723 -0.00287109 -0.00913576 0.00507542
0.29 0.119629 0.0169181 0.0169181 -6.2154e-20 -0.00304525 0.00101508
0.295 0.0478516 0.0676723 0.0845904 0.00143555 0.00203017 -0.00101508
0.3 -6.2154e-18 0.0338362 0.101508 -3.1077e-20 0.00456788 0.000507542
0.305 0.0239258 -0.0338362 0.0676723 -0.00143555 0.00253771 0.00253771
0.31 0.0478516 -0.0845904 -0.0169181 -0.00287109 -0.00253771 0.00456788
0.315 0.0478516 -0.0338362 -0.0338362 -0.00143555 -0.00406034 0.00304525
0.32 -5.1795e-19 0.0761314 0.00845904 0.00215332 -0.00101508 -0.00101508
0.325 -0.0239258 0.109968 0.0422952 0.00287109 0.00101508 -0.00203017
0.33 -0.0239258 0.0253771 0.0422952 0.000717773 0.00203017 -1.15514e-19
0.335 -1.55385e-18 -0.0761314 0.0253771 -0.00215332 2.39075e-19 0.00304525
0.34 0.0239258 -0.203017 -0.0338362 -0.00574219 -0.00406034 0.00710559
0.345 0.0239258 -0.236853 -0.0676723 -0.00717773 -0.00558297 0.00862822
0.35 3.1077e-18 -0.135345 -0.0507542 -0.00358887 -0.00406034 0.00507542
0.355 -0.0239258 0.0761314 0.0592133 0.00215332 0.00203017 -0.00101508
0.36 -0.0478516 0.160722 0.126886 0.00502441 0.00609051 -0.00406034
0.365 -0.0717773 0.109968 0.160722 0.00358887 0.00812068 -0.00203017
0.37 -0.0717773 -0.0169181 0.101508 -0.000717773 0.00558297 0.00253771
0.375 -0.0239258 -0.194558 -0.0253771 -0.00645996 -0.00152263 0.00862822
0.38 0.0239258 -0.211476 -0.0930495 -0.00717773 -0.00609051 0.00913576
0.385 0.0957031 -0.0845904 -0.135345 -0.00358887 -0.00964331 0.00456788
0.39 0.119629 0.0422952 -0.126886 0.000717773 -0.0101508 8.41104e-19
0.395 0.119629 0.143804 -0.0761314 0.00430664 -0.00761314 -0.0035528
0.4 0.0957031 0.126886 -0.0422952 0.00430664 -0.00558297 -0.0035528
0.405 0.0717773 0.0169181 3.06711e-18 0.000717773 -0.00253771 0.000507542
0.41 0.0478516 -0.0676723 0.0338362 -0.00143555 -0.00152263 0.0035528
0.415 0.0239258 -0.169181 0.0676723 -0.00430664 0.000507542 0.00659805
0.42 -4.1436e-18 -0.203017 0.0676723 -0.00502441 0.00152263 0.00761314
0.425 -0.0478516 -0.203017 0.0507542 -0.00502441 0.00203017 0.00812068
0.43 -0.0717773 -0.118427 4.90263e-18 -0.00287109 0.00101508 0.00609051
0.435 -0.0717773 -0.0169181 -0.0338362 -0.000717773 1.59454e-19 0.00203017
0.44 -0.0239258 0.152263 -0.0507542 0.00430664 -0.00304525 -0.00406034
0.445 0.0239258 0.203017 -0.0507542 0.00574219 -0.00456788 -0.00659805
0.45 0.0717773 0.109968 -0.00845904 0.00358887 -0.00558297 -0.0035528
0.455 0.0717773 -0.0422952 0.00845904 -0.000717773 -0.0035528 0.00152263
