-1.76392	-0.836899	2.14323	-0.101919	0.182025	-0.0472328	
-2.89286	-0.648733	3.14786	-0.108236	0.263467	-0.0640739	
-3.91669	-0.485116	4.04099	-0.114076	0.337731	-0.0783274	
-4.94972	-0.3339	4.95751	-0.120641	0.413055	-0.0901615	
-5.8957	-0.19918	5.85032	-0.12711	0.481766	-0.0994395	
-6.81431	-0.0667613	6.83559	-0.134555	0.547711	-0.106053	
-7.63501	0.059962	7.78471	-0.141878	0.605974	-0.110974	
-8.32545	0.189168	8.68464	-0.149135	0.654693	-0.113781	
-8.82735	0.300002	9.39659	-0.154601	0.690185	-0.11464	
-9.00654	0.383318	9.81275	-0.156258	0.702553	-0.112445	
-8.9841	0.437476	10.0218	-0.154766	0.699848	-0.109061	
-8.68951	0.461482	10.0136	-0.148392	0.675576	-0.105336	
-8.35289	0.474996	9.96649	-0.141098	0.647311	-0.103453	
-8.00189	0.476752	9.91977	-0.133717	0.617182	-0.105303	
-7.72664	0.46846	9.90054	-0.128686	0.59345	-0.109298	
-7.53926	0.43937	9.90526	-0.128465	0.577625	-0.115938	
-7.39757	0.370529	9.88951	-0.133214	0.566149	-0.123198	
-7.25338	0.274361	9.815	-0.139509	0.554718	-0.129942	
-7.03882	0.11269	9.52923	-0.146937	0.538564	-0.136947	
-6.75766	-0.0704133	9.05263	-0.152117	0.518535	-0.142773	
-6.27865	-0.310069	8.13245	-0.153372	0.486162	-0.145053	
-5.69682	-0.554924	7.07432	-0.152922	0.447488	-0.143434	
-4.89871	-0.832464	5.84378	-0.152567	0.394151	-0.134659	
-4.10786	-1.09027	4.78863	-0.15355	0.340516	-0.124494	
-3.35988	-1.30853	4.02949	-0.155624	0.288529	-0.114878	
-2.79508	-1.45904	3.50731	-0.155926	0.248892	-0.109204	
-2.50266	-1.49679	3.19066	-0.151007	0.228579	-0.109632	
-2.35801	-1.47859	2.91146	-0.143491	0.219001	-0.112115	
-2.3292	-1.41926	2.62687	-0.134051	0.218356	-0.11554	
-2.27769	-1.38178	2.37654	-0.126781	0.215785	-0.117621	
-2.13959	-1.38963	2.22309	-0.122742	0.206172	-0.118019	
-1.9261	-1.41286	2.19446	-0.119891	0.190219	-0.118457	
-1.72176	-1.41913	2.2042	-0.116028	0.174339	-0.11971	
-1.53352	-1.38955	2.21703	-0.109744	0.159596	-0.122139	
-1.36989	-1.34537	2.19831	-0.103194	0.14677	-0.124413	
-1.19524	-1.29711	2.14541	-0.0974398	0.133216	-0.125753	
-1.0067	-1.26077	2.11977	-0.0936214	0.118513	-0.126053	
-0.780339	-1.23116	2.19698	-0.0919043	0.100188	-0.125561	
-0.574311	-1.18983	2.35821	-0.0907371	0.0828936	-0.125354	
-0.420628	-1.11053	2.67236	-0.0897316	0.0690187	-0.126356	
-0.336645	-1.00675	3.02646	-0.0887616	0.0603529	-0.128199	
-0.365218	-0.855534	3.46096	-0.0874593	0.0596393	-0.131435	
-0.44377	-0.693436	3.89594	-0.0860471	0.0626012	-0.135104	
-0.592472	-0.499736	4.40289	-0.0847366	0.0701032	-0.139828	
-0.744971	-0.31045	4.93442	-0.0842845	0.0778386	-0.144584	
-0.901216	-0.112412	5.58054	-0.0858244	0.0853077	-0.149697	
-1.02828	0.0864776	6.31036	-0.0894942	0.0900545	-0.154342	
-1.13009	0.276669	7.01908	-0.0934109	0.0925979	-0.157953	
-1.21064	0.48246	7.75293	-0.0966537	0.0929233	-0.160305	
-1.29086	0.681705	8.42116	-0.0986543	0.0934281	-0.162011	
-1.39126	0.887208	9.06427	-0.0997248	0.0958908	-0.163412	
-1.49684	1.07362	9.65646	-0.10102	0.099484	-0.16475	
-1.61297	1.243	10.2515	-0.103801	0.104064	-0.165999	
-1.71524	1.39362	10.8165	-0.107295	0.10781	-0.166918	
-1.80867	1.52927	11.4056	-0.112243	0.10992	-0.167305	
-1.89388	1.64863	11.9559	-0.117218	0.111511	-0.167348	
-1.98923	1.75478	12.5064	-0.122921	0.11379	-0.167448	
-2.09666	1.84614	12.9984	-0.128352	0.117665	-0.167828	
-2.23975	1.92731	13.4512	-0.133659	0.125063	-0.168697	
-2.39455	1.99943	13.8477	-0.138123	0.133839	-0.169915	
-2.58606	2.06381	14.2052	-0.142089	0.145382	-0.171267	
-2.78093	2.11635	14.529	-0.14574	0.157343	-0.172291	
-3.01215	2.14934	14.8596	-0.149865	0.171878	-0.172684	
-3.25422	2.16945	15.1809	-0.154112	0.187296	-0.1725	
-3.54955	2.16599	15.5137	-0.159213	0.20711	-0.171716	
-3.90156	2.14657	15.8161	-0.164101	0.231461	-0.170746	
-4.26319	2.1219	16.068	-0.168068	0.256777	-0.169876	
-4.67708	2.09277	16.2648	-0.170857	0.286264	-0.168834	
-5.08429	2.06647	16.425	-0.17278	0.315402	-0.167826	
-5.52455	2.03945	16.553	-0.173829	0.347315	-0.166693	
-5.94823	2.01217	16.6714	-0.174645	0.378292	-0.165236	
-6.40239	1.97943	16.7798	-0.175345	0.411755	-0.163366	
-6.84606	1.94832	16.8737	-0.176116	0.444496	-0.161142	
-7.33813	1.91231	16.9558	-0.176877	0.480954	-0.157875	
-7.82521	1.87493	17.0212	-0.177766	0.516988	-0.153994	
-8.36677	1.82728	17.073	-0.178863	0.556889	-0.148485	
-8.8921	1.77786	17.1187	-0.180143	0.595698	-0.142548	
-9.44496	1.72415	17.1537	-0.181393	0.636711	-0.135679	
-9.96102	1.67236	17.1755	-0.1824	0.675148	-0.129045	
-10.4641	1.6177	17.1834	-0.18307	0.713014	-0.122608	
-10.9168	1.56651	17.1833	-0.183594	0.746873	-0.116884	
-11.3416	1.51377	17.1721	-0.184049	0.778499	-0.11149	
-11.7273	1.46389	17.1497	-0.184353	0.807171	-0.106574	
-12.11	1.41926	17.083	-0.183921	0.835918	-0.101543	
-12.4785	1.38191	16.9793	-0.182574	0.863829	-0.0965853	
-12.8705	1.3466	16.7914	-0.179313	0.894359	-0.0914393	
-13.2696	1.31023	16.536	-0.174377	0.926165	-0.0863784	
-13.6363	1.27541	16.2774	-0.169098	0.955457	-0.0817657	
-13.9821	1.23981	15.9803	-0.162961	0.983435	-0.0772155	
-14.2845	1.20914	15.6908	-0.157067	1.00817	-0.0730552	
-14.5566	1.18162	15.3712	-0.151147	1.03077	-0.0688782	
-14.793	1.15506	15.055	-0.145709	1.05066	-0.0651088	
-15.0007	1.12266	14.7171	-0.14066	1.06851	-0.0614509	
-15.1752	1.09017	14.3934	-0.135982	1.08397	-0.0582124	
-15.3205	1.06213	14.0605	-0.130939	1.0973	-0.055092	
-15.4439	1.04384	13.7484	-0.125745	1.10906	-0.0522539	
-15.5541	1.0447	13.4251	-0.11928	1.12006	-0.0492261	
-15.6544	1.0595	13.1225	-0.112525	1.1302	-0.0463161	
-15.7448	1.10014	12.8174	-0.104481	1.13961	-0.043028	
-15.8183	1.14962	12.5417	-0.0963474	1.14746	-0.0399598	
-15.8645	1.22266	12.2879	-0.0872768	1.15302	-0.037261	
-15.8877	1.29735	12.077	-0.0788603	1.15663	-0.0350435	
-15.885	1.37655	11.9167	-0.0706635	1.15778	-0.0339589	
-15.8753	1.45088	11.7883	-0.0634948	1.15784	-0.0335453	
-15.8542	1.51928	11.6831	-0.0570646	1.1569	-0.0344811	
-15.8291	1.57807	11.5796	-0.0514151	1.15572	-0.0360934	
-15.7858	1.62795	11.4691	-0.046143	1.15347	-0.0386943	
-15.7134	1.67579	11.3772	-0.0409879	1.14879	-0.0418147	
-15.6176	1.72608	11.3166	-0.03632	1.14235	-0.0449197	
-15.4628	1.79488	11.3221	-0.0319255	1.13096	-0.0482757	
-15.2818	1.87078	11.3531	-0.028244	1.11739	-0.0514321	
-15.0459	1.959	11.4052	-0.0251047	1.09906	-0.0552406	
