290843 	-0.172233 	0.583705 	-1.24491 	-1.55888 	1.24379 	
24.615	0.29025 	-0.172286 	0.58344 	-1.63706 	-1.56017 	1.63427 	
24.62	0.290272 	-0.172289 	0.583478 	-1.65061 	-1.56016 	1.6478 	
24.625	0.290293 	-0.172293 	0.583517 	-1.66428 	-1.56016 	1.66146 	
24.63	0.290313 	-0.172297 	0.583557 	-1.67795 	-1.56015 	1.67511 	
24.635	0.290332 	-0.172301 	0.583596 	-1.69141 	-1.56014 	1.68855 	
24.64	0.29035 	-0.172307 	0.583635 	-1.70456 	-1.56013 	1.70168 	
24.645	0.290367 	-0.172312 	0.583673 	-1.71726 	-1.56012 	1.71436 	
24.65	0.290382 	-0.172318 	0.58371 	-1.72951 	-1.5601 	1.72659 	
24.655	0.290395 	-0.172324 	0.583745 	-1.74129 	-1.56009 	1.73834 	
24.66	0.290407 	-0.172331 	0.58378 	-1.75265 	-1.56008 	1.74967 	
24.665	0.290417 	-0.172339 	0.583814 	-1.76357 	-1.56006 	1.76057 	
24.67	0.290426 	-0.172346 	0.583848 	-1.77405 	-1.56004 	1.77102 	
24.675	0.290433 	-0.172354 	0.583879 	-1.78393 	-1.56003 	1.78087 	
24.68	0.290438 	-0.172363 	0.58391 	-1.79316 	-1.56001 	1.79008 	
24.685	0.290441 	-0.172371 	0.583938 	-1.80161 	-1.56 	1.79849 	
24.69	0.290443 	-0.172379 	0.583964 	-1.80925 	-1.55998 	1.80611 	
24.695	0.290443 	-0.172388 	0.583987 	-1.81606 	-1.55997 	1.81289 	
24.7	0.290442 	-0.172396 	0.584008 	-1.82202 	-1.55996 	1.81882 	
24.705	0.290438 	-0.172404 	0.584027 	-1.82717 	-1.55995 	1.82394 	
24.71	0.290433 	-0.172413 	0.584044 	-1.83149 	-1.55994 	1.82824 	
24.715	0.290427 	-0.172421 	0.584058 	-1.83502 	-1.55993 	1.83175 	
24.72	0.290419 	-0.172428 	0.58407 	-1.83775 	-1.55993 	1.83445 	
24.725	0.29041 	-0.172436 	0.584079 	-1.83972 	-1.55992 	1.8364 	
24.73	0.2904 	-0.172444 	0.584086 	-1.84092 	-1.55992 	1.83757 	
24.735	0.290388 	-0.172451 	0.584091 	-1.84139 	-1.55992 	1.83802 	
24.74	0.290375 	-0.172458 	0.584094 	-1.84114 	-1.55993 	1.83775 	
24.745	0.290361 	-0.172465 	0.584095 	-1.84023 	-1.55993 	1.83682 	
24.75	0.290347 	-0.172472 	0.584094 	-1.8387 	-1.55994 	1.83527 	
24.755	0.290331 	-0.172478 	0.584091 	-1.83658 	-1.55995 	1.83314 	
24.76	0.290315 	-0.172484 	0.584086 	-1.83389 	-1.55995 	1.83043 	
24.765	0.290297 	-0.17249 	0.58408 	-1.83063 	-1.55996 	1.82716 	
24.77	0.29028 	-0.172495 	0.584072 	-1.82674 	-1.55998 	1.82326 	
24.775	0.290261 	-0.1725 	0.584061 	-1.82223 	-1.55999 	1.81873 	
24.78	0.290242 	-0.172505 	0.584049 	-1.81703 	-1.56 	1.81352 	
24.785	0.290222 	-0.172509 	0.584034 	-1.81119 	-1.56002 	1.80767 	
24.79	0.290202 	-0.172513 	0.584018 	-1.80471 	-1.56003 	1.80118 	
24.795	0.290181 	-0.172517 	0.583999 	-1.79762 	-1.56005 	1.79409 	
24.8	0.29016 	-0.17252 	0.583979 	-1.78993 	-1.56006 	1.7864 	
24.805	0.290138 	-0.172522 	0.583956 	-1.78167 	-1.56008 	1.77813 	
24.81	0.290117 	-0.172524 	0.583932 	-1.7728 	-1.5601 	1.76926 	
24.815	0.290095 	-0.172526 	0.583906 	-1.76333 	-1.56012 	1.75979 	
24.82	0.290073 	-0.172527 	0.583878 	-1.75331 	-1.56013 	1.74977 	
24.825	0.29005 	-0.172527 	0.583849 	-1.74277 	-1.56015 	1.73923 	
24.83	0.290028 	-0.172527 	0.583817 	-1.73177 	-1.56017 	1.72824 	
24.835	0.290007 	-0.172526 	0.583785 	-1.72037 	-1.56018 	1.71684 	
24.84	0.289985 	-0.172525 	0.583751 	-1.70861 	-1.56019 	1.7051 	
24.845	0.289965 	-0.172523 	0.583717 	-1.6966 	-1.56021 	1.6931 	
24.85	0.289945 	-0.17252 	0.583681 	-1.68442 	-1.56022 	1.68093 	
24.855	0.289926 	-0.172517 	0.583645 	-1.67224 	-1.56023 	1.66877 	
24.86	0.289908 	-0.172513 	0.58361 	-1.66015 	-1.56023 	1.6567 	
24.865	0.289891 	-0.172509 	0.583574 	-1.64828 	-1.56024 	1.64484 	
24.87	0.289876 	-0.172504 	0.583539 	-1.63664 	-1.56024 	1.63323 	
24.875	0.289861 	-0.172499 	0.583505 	-1.6253 	-1.56024 	1.6219 	
24.88	0.289849 	-0.172493 	0.583471 	-1.61421 	-1.56024 	1.61084 	
24.885	0.289837 	-0.172487 	0.583438 	-1.60341 	-1.56024 	1.60006 	
24.89	0.289827 	-0.172481 	0.583405 	-1.59288 	-1.56024 	1.58956 	
24.895	0.289818 	-0.172473 	0.583372 	-1.58269 	-1.56024 	1.57939 	
24.9	0.289811 	-0.172466 	0.583341 	-1.57288 	-1.56024 	1.56961 	
24.905	0.289805 	-0.172458 	0.583311 	-1.56362 	-1.56023 	1.56037 	
24.91	0.289801 	-0.17245 	0.583282 	-1.55494 	-1.56022 	1.55172 	
24.915	0.289798 	-0.172442 	0.583255 	-1.54698 	-1.56022 	1.54379 	
24.92	0.289797 	-0.172433 	0.58323 	-1.53983 	-1.56021 	1.53666 	
24.925	0.289798 	-0.172425 	0.583207 	-1.53345 	-1.56021 	1.53032 	
24.93	0.2898 	-0.172417 	0.583187 	-1.52791 	-1.5602 	1.5248 	
24.935	0.289804 	-0.172408 	0.583169 	-1.52315 	-1.5602 	1.52006 	
24.94	0.289809 	-0.1724 	0.583153 	-1.5192 	-1.56019 	1.51615 	
24.945	0.289816 	-0.172391 	0.583139 	-1.51601 	-1.56019 	1.51298 	
24.95	0.289824 	-0.172383 	0.583127 	-1.51361 	-1.56018 	1.5106 	
24.955	0.289833 	-0.172375 	0.583117 	-1.51195 	-1.56018 	1.50897 	
24.96	0.289844 	-0.172367 	0.58311 	-1.51107 	-1.56018 	1.50812 	
24.965	0.289856 	-0.172359 	0.583105 	-1.51095 	-1.56018 	1.50802 	
24.97	0.289869 	-0.172351 	0.583102 	-1.51158 	-1.56018 	1.50867 	
24.975	0.289882 	-0.172344 	0.583101 	-1.51293 	-1.56018 	1.51004 	
24.98	0.289897 	-0.172336 	0.583103 	-1.51497 	-1.56018 	1.5121 	
24.985	0.289913 	-0.172329 	0.583106 	-1.51766 	-1.56018 	1.51481 	
24.99	0.28993 	-0.172323 	0.583111 	-1.52102 	-1.56018 	1.51819 	
24.995	0.289947 	-0.172316 	0.583118 	-1.52505 	-1.56019 	1.52224 	
25	0.289965 	-0.17231 	0.583128 	-1.52978 	-1.56019 	1.52698 	
25.005	0.289984 	-0.172305 	0.583139 	-1.53517 	-1.5602 	1.53239 	
25.01	0.290003 	-0.1723 	0.583153 	-1.54124 	-1.5602 	1.53847 	
25.015	0.290023 	-0.172295 	0.583168 	-1.54795 	-1.5602 	1.54518 	
25.02	0.290044 	-0.172291 	0.583186 	-1.55535 	-1.56021 	1.55259 	
25.025	0.290064 	-0.172287 	0.583206 	-1.5635 	-1.56021 	1.56075 	
25.03	0.290086 	-0.172284 	0.583229 	-1.57238 	-1.56022 	1.56963 	
25.035	0.290107 	-0.172282 	0.583254 	-1.58201 	-1.56022 	1.57927 	
25.04	0.290129 	-0.172281 	0.583281 	-1.59233 	-1.56022 	1.58959 	
25.045	0.290151 	-0.17228 	0.58331 	-1.60327 	-1.56022 	1.60052 	
25.05	0.290173 	-0.17228 	0.583341 	-1.61472 	-1.56022 	1.61197 	
25.055	0.290195 	-0.17228 	0.583374 	-1.6266 	-1.56022 	1.62384 	
25.06	0.290216 	-0.172281 	0.583408 	-1.63882 	-1.56022 	1.63606 	
25.065	0.290237 	-0.172283 	0.583443 	-1.65134 	-1.56022 	1.64856 	
25.07	0.290258 	-0.172285 	0.583479 	-1.66407 	-1.56021 	1.66128 	
25.075	0.290278 	-0.172288 	0.583515 	-1.67694 	-1.5602 	1.67413 	
25.08	0.290298 	-0.172292 	0.583553 	-1.68983 	-1.56019 	1.687 	
25.085	0.290316 	-0.172296 	0.58359 	-1.70259 	-1.56018 	1.69975 	
25.09	0.290333 	-0.1723 	0.583626 	-1.71512 	-1.56017 	1.71225 	
25.095	0.290349 	-0.172306 	0.583662 	-1.72725 	-1.56016 	1.72436 	
25.1	0.290363 	-0.172311 	0.583697 	-1.73896 	-1.56015 	1.73605 	
25.105	0.290376 	-0.172318 	0.583732 	-1.7502 	-1.56013 	1.74727 	
25.11	0.290387 	-0.172324 	0.583765 	-1.76105 	-1.56012 	1.75809 	
25.115	0.290397 	-0.172331 	0.583797 	-1.77151 	-1.5601 	1.76852 	
25.12	0.290405 	-0.172339 	0.583829 	-1.78156 	-1.56008 	1.77854 	
25.125	0.290412 	-0.172347 	0.58386 	-1.79114 	-1.56007 	1.7881 	
25.13	0.290417 	-0.172355 	0.583889 	-1.80009 	-1.56005 	1.79701 	
25.135	0.29042 	-0.172364 	0.583917 	-1.80836 	-1.56003 	1.80526 	
25.14	0.290421 	-0.172372 	0.583942 	-1.81586 	-1.56002 	1.81273 	
25.145	0.290421 	-0.172381 	0.583966 	-1.8226 	-1.56001 	1.81944 	
25.15	0.29042 	-0.172389 	0.583987 	-1.82858 	-1.55999 	1.82539 	
25.155	0.290416 	-0.172398 	0.584006 	-1.83381 	-1.55998 	1.8306 	
25.16	0.290412 	-0.172407 	0.584023 	-1.83827 	-1.55997 	1.83503 	
25.165	0.290406 	-0.172415 	0.584038 	-1.84198 	-1.55997 	1.83871 	
25.17	0.290398 	-0.172424 	0.58405 	-1.84491 	-1.55996 	1.84161 	
25.175	0.290389 	-0.172432 	0.584061 	-1.84712 	-1.55996 	1.8438 	
25.18	0.290379 	-0.17244 	0.584069 	-1.84861 	-1.55996 	1.84527 	
25.185	0.290368 	-0.172448 	0.584075 	-1.84945 	-1.55996 	1.84608 	
25.19	0.290355 	-0.172456 	0.584079 	-1.84964 	-1.55996 	1.84625 	
25.195	0.290342 	-0.172463 	0.584082 	-1.84925 	-1.55996 	1.84584 	
25.2	0.290328 	-0.172471 	0.584083 	-1.84833 	-1.55996 	1.84489 	
25.205	0.290313 	-0.172478 	0.584082 	-1.84694 	-1.55997 	1.84348 	
25.21	0.290298 	-0.172485 	0.584081 	-1.8451 	-1.55998 	1.84163 	
25.215	0.290282 	-0.172492 	0.584077 	-1.84282 	-1.55998 	1.83932 	
25.22	0.290265 	-0.172498 	0.584072 	-1.83999 	-1.55999 	1.83647 	
25.225	0.290248 	-0.172504 	0.584065 	-1.83657 	-1.56 	1.83303 	
25.23	0.29023 	-0.17251 	0.584056 	-1.83244 	-1.56001 	1.8289 	
25.235	0.290211 	-0.172516 	0.584045 	-1.82757 	-1.56003 	1.82401 	
25.24	0.290192 	-0.17252 	0.584031 	-1.82199 	-1.56004 	1.81842 	
25.245	0.290173 	-0.172525 	0.584015 	-1.81571 	-1.56006 	1.81213 	
25.25	0.290152 	-0.172528 	0.583997 	-1.80878 	-1.56007 	1.80519 	
25.255	0.290132 	-0.172532 	0.583976 	-1.80116 	-1.56009 	1.79757 	
25.26	0.290111 	-0.172534 	0.583954 	-1.79288 	-1.56011 	1.78928 	
25.265	0.29009 	-0.172536 	0.583929 	-1.78387 	-1.56013 	1.78027 	
25.27	0.290068 	-0.172538 	0.583902 	-1.77417 	-1.56015 	1.77057 	
25.275	0.290047 	-0.172538 	0.583873 	-1.76377 	-1.56016 	1.76017 	
25.28	0.290025 	-0.172538 	0.583841 	-1.75274 	-1.56018 	1.74915 	
25.285	0.290003 	-0.172537 	0.583808 	-1.74119 	-1.5602 	1.7376 	
25.29	0.289982 	-0.172536 	0.583774 	-1.7292 	-1.56021 	1.72562 	
25.295	0.289961 	-0.172534 	0.583738 	-1.71687 	-1.56023 	1.71331 	
25.3	0.289941 	-0.172532 	0.583702 	-1.70431 	-1.56024 	1.70076 	
25.305	0.289921 	-0.172529 	0.583664 	-1.69163 	-1.56025 	1.68809 	
25.31	0.289902 	-0.172525 	0.583627 	-1.6789 	-1.56026 	1.67537 	
25.315	0.289884 	-0.172521 	0.583589 	-1.66623 	-1.56027 	1.66272 	
25.32	0.289867 	-0.172516 	0.583552 	-1.65369 	-1.56028 	1.6502 	
25.325	0.289852 	-0.172511 	0.583515 	-1.64134 	-1.56028 	1.63787 	
25.33	0.289837 	-0.172506 	0.583478 	-1.62918 	-1.56029 	1.62574 	
25.335	0.289824 	-0.172499 	0.583441 	-1.61723 	-1.56029 	1.61381 	
25.34	0.289813 	-0.172493 	0.583405 	-1.60551 	-1.56029 	1.60212 	
25.345	0.289802 	-0.172485 	0.583369 	-1.59408 	-1.56028 	1.59071 	
25.35	0.289793 	-0.172478 	0.583334 	-1.58311 	-1.56028 	1.57977 	
25.355	0.289786 	-0.17247 	0.583301 	-1.57271 	-1.56028 	1.5694 	
25.36	0.28978 	-0.172461 	0.58327 	-1.56307 	-1.56027 	1.55979 	
25.365	0.289777 	-0.172453 	0.58324 	-1.5542 	-1.56026 	1.55094 	
25.37	0.289774 	-0.172444 	0.583213 	-1.54619 	-1.56026 	1.54296 	
25.375	0.289774 	-0.172436 	0.583188 	-1.53899 	-1.56025 	1.53579 	
25.38	0.289775 	-0.172427 	0.583165 	-1.53265 	-1.56025 	1.52948 	
25.385	0.289778 	-0.172418 	0.583145 	-1.52715 	-1.56024 	1.52401 	
25.39	0.289782 	-0.172409 	0.583127 	-1.52256 	-1.56023 	1.51945 	
25.395	0.289788 	-0.172401 	0.583112 	-1.51887 	-1.56023 	1.51578 	
25.4	0.289796 	-0.172392 	0.583099 	-1.51614 	-1.56023 	1.51307 	
25.405	0.289805 	-0.172383 	0.583089 	-1.5143 	-1.56022 	1.51126 	
25.41	0.289816 	-0.172375 	0.583082 	-1.51334 	-1.56022 	1.51033 	
25.415	0.289828 	-0.172367 	0.583077 	-1.5132 	-1.56022 	1.51021 	
25.42	0.289841 	-0.172359 	0.583074 	-1.51384 	-1.56022 	1.51087 	
25.425	0.289855 	-0.172351 	0.583073 	-1.51521 	-1.56022 	1.51227 	
25.43	0.28987 	-0.172343 	0.583075 	-1.51733 	-1.56022 	1.51441 	
25.435	0.289886 	-0.172336 	0.583078 	-1.5202 	-1.56022 	1.5173 	
25.44	0.289903 	-0.172329 	0.583084 	-1.52377 	-1.56023 	1.52089 	
25.445	0.28992 	-0.172322 	0.583092 	-1.52808 	-1.56023 	1.52522 	
25.45	0.289939 	-0.172316 	0.583103 	-1.53312 	-1.56023 	1.53027 	
25.455	0.289958 	-0.17231 	0.583116 	-1.53894 	-1.56024 	1.5361 	
25.46	0.289978 	-0.172305 	0.583131 	-1.54551 	-1.56024 	1.54269 	
25.465	0.289999 	-0.1723 	0.583148 	-1.55286 	-1.56024 	1.55004 	
25.47	0.29002 	-0.172296 	0.583168 	-1.56092 	-1.56025 	1.55812 	
25.475	0.290041 	-0.172292 	0.58319 	-1.56972 	-1.56025 	1.56692 	
25.48	0.290063 	-0.172289 	0.583214 	-1.5792 	-1.56026 	1.57641 	
25.485	0.290086 	-0.172286 	0.583241 	-1.58939 	-1.56026 	1.5866 	
25.49	0.290108 	-0.172285 	0.58327 	-1.60025 	-1.56026 	1.59745 	
25.495	0.290131 	-0.172283 	0.5833 	-1.61175 	-1.56026 	1.60895 	
25.5	0.290154 	-0.172283 	0.583333 	-1.62381 	-1.56026 	1.62101 	
25.505	0.290177 	-0.172283 	0.583368 	-1.63636 	-1.56026 	1.63355 	
25.51	0.2902 	-0.172284 	0.583404 	-1.6493 	-1.56025 	1.64649 	
25.515	0.290222 	-0.172285 	0.583441 	-1.66255 	-1.56025 	1.65973 	
25.52	0.290244 	-0.172287 	0.583479 	-1.67605 	-1.56024 	1.67321 	
25.525	0.290266 	-0.172289 	0.583517 	-1.68967 	-1.56023 	1.68682 	
25.53	0.290286 	-0.172293 	0.583557 	-1.70334 	-1.56022 	1.70047 	
25.535	0.290306 	-0.172296 	0.583596 	-1.71687 	-1.56021 	1.71398 	
25.54	0.290324 	-0.172301 	0.583635 	-1.73006 	-1.56019 	1.72716 	
25.545	0.290341 	-0.172305 	0.583673 	-1.74288 	-1.56018 	1.73996 	
25.55	0.290357 	-0.172311 	0.58371 	-1.75526 	-1.56016 	1.75232 	
25.555	0.290371 	-0.172317 	0.583746 	-1.76722 	-1.56014 	1.76425 	
25.56	0.290383 	-0.172323 	0.583782 	-1.77875 	-1.56012 	1.77575 	
25.565	0.290394 	-0.17233 	0.583816 	-1.78985 	-1.5601 	1.78682 	
25.57	0.290402 	-0.172338 	0.58385 	-1.8004 	-1.56008 	1.79734 	
25.575	0.29041 	-0.172346 	0.583882 	-1.81036 	-1.56006 	1.80728 	
25.58	0.290415 	-0.172354 	0.583912 	-1.81963 	-1.56005 	1.81652 	
25.585	0.290419 	-0.172362 	0.583941 	-1.82819 	-1.56003 	1.82505 	
25.59	0.290421 	-0.17237 	0.583967 	-1.83598 	-1.56001 	1.83281 	
25.595	0.290421 	-0.172379 	0.583992 	-1.84303 	-1.55999 	1.83983 	
25.6	0.29042 	-0.172387 	0.584014 	-1.84927 	-1.55998 	1.84605 	
25.605	0.290417 	-0.172396 	0.584034 	-1.85474 	-1.55997 	1.85149 	
25.61	0.290413 	-0.172404 	0.584052 	-1.85939 	-1.55996 	1.85611 	
25.615	0.290407 	-0.172412 	0.584067 	-1.86329 	-1.55995 	1.85999 	
25.62	0.2904 	-0.17242 	0.584081 	-1.86645 	-1.55994 	1.86312 	
25.625	0.290391 	-0.172428 	0.584092 	-1.86892 	-1.55994 	1.86556 	
25.63	0.290381 	-0.172436 	0.584101 	-1.87064 	-1.55993 	1.86726 	
25.635	0.29037 	-0.172444 	0.584108 	-1.87165 	-1.55993 	1.86824 	
25.64	0.290358 	-0.172452 	0.584112 	-1.87188 	-1.55993 	1.86845 	
25.645	0.290344 	-0.172459 	0.584114 	-1.87135 	-1.55994 	1.8679 	
25.65	0.29033 	-0.172466 	0.584114 	-1.87013 	-1.55994 	1.86666 	
25.655	0.290314 	-0.172473 	0.584112 	-1.86828 	-1.55995 	1.86479 	
25.66	0.290298 	-0.17248 	0.584109 	-1.86581 	-1.55996 	1.8623 	
25.665	0.290281 	-0.172487 	0.584103 	-1.86271 	-1.55997 	1.85918 	
25.67	0.290263 	-0.172493 	0.584095 	-1.85897 	-1.55998 	1.85543 	
25.675	0.290245 	-0.172498 	0.584085 	-1.8545 	-1.55999 	1.85095 	
25.68	0.290225 	-0.172504 	0.584072 	-1.84934 	-1.56001 	1.84577 	
25.685	0.290205 	-0.172509 	0.584057 	-1.84347 	-1.56003 	1.83988 	
25.69	0.290185 	-0.172513 	0.584041 	-1.83693 	-1.56004 	1.83334 	
25.695	0.290164 	-0.172517 	0.584022 	-1.82972 	-1.56006 	1.82612 	
25.7	0.290142 	-0.172521 	0.584001 	-1.82186 	-1.56008 	1.81825 	
25.705	0.290121 	-0.172524 	0.583977 	-1.81325 	-1.5601 	1.80964 	
25.71	0.290098 	-0.172526 	0.583952 	-1.80392 	-1.56012 	1.80031 	
25.715	0.290076 	-0.172528 	0.583923 	-1.79382 	-1.56014 	1.7902 	
25.72	0.290053 	-0.172529 	0.583893 	-1.78301 	-1.56017 	1.77939 	
25.725	0.29003 	-0.172529 	0.583861 	-1.77156 	-1.56019 	1.76795 	
25.73	0.290007 	-0.172529 	0.583827 	-1.75958 	-1.56021 	1.75597 	
25.735	0.289984 	-0.172529 	0.583791 	-1.74719 	-1.56022 	1.74358 	
25.74	0.289961 	-0.172527 	0.583755 	-1.73447 	-1.56024 	1.73088 	
25.745	0.28994 	-0.172526 	0.583717 	-1.72158 	-1.56026 	1.718 	
25.75	0.289919 	-0.172523 	0.58368 	-1.70864 	-1.56027 	1.70507 	
25.755	0.289899 	-0.17252 	0.583642 	-1.69572 	-1.56028 	1.69217 	
25.76	0.28988 	-0.172517 	0.583605 	-1.68297 	-1.56029 	1.67943 	
25.765	0.289863 	-0.172513 	0.583567 	-1.67042 	-1.5603 	1.6669 	
25.77	0.289847 	-0.172508 	0.583531 	-1.65814 	-1.56031 	1.65464 	
25.775	0.289832 	-0.172503 	0.583495 	-1.64611 	-1.56031 	1.64263 	
25.78	0.289818 	-0.172498 	0.583459 	-1.63436 	-1.56032 	1.63089 	
25.785	0.289806 	-0.172492 	0.583424 	-1.62287 	-1.56032 	1.61942 	
25.79	0.289795 	-0.172486 	0.58339 	-1.61174 	-1.56032 	1.60832 	
25.795	0.289785 	-0.172479 	0.583356 	-1.60104 	-1.56032 	1.59764 	
25.8	0.289778 	-0.172472 	0.583324 	-1.59094 	-1.56031 	1.58757 	
25.805	0.289772 	-0.172465 	0.583294 	-1.58153 	-1.56031 	1.57818 	
25.81	0.289768 	-0.172457 	0.583265 	-1.57292 	-1.5603 	1.5696 	
25.815	0.289765 	-0.17245 	0.583239 	-1.56514 	-1.5603 	1.56184 	
25.82	0.289765 	-0.172442 	0.583215 	-1.55822 	-1.56029 	1.55494 	
25.825	0.289766 	-0.172434 	0.583194 	-1.55212 	-1.56029 	1.54887 	
25.83	0.289768 	-0.172426 	0.583175 	-1.54691 	-1.56029 	1.54369 	
25.835	0.289773 	-0.172418 	0.583158 	-1.54255 	-1.56028 	1.53935 	
25.84	0.289779 	-0.17241 	0.583143 	-1.53912 	-1.56028 	1.53595 	
25.845	0.289786 	-0.172403 	0.583132 	-1.53659 	-1.56027 	1.53343 	
25.85	0.289795 	-0.172395 	0.583122 	-1.53494 	-1.56027 	1.53181 	
25.855	0.289805 	-0.172388 	0.583115 	-1.53414 	-1.56027 	1.53103 	
25.86	0.289817 	-0.17238 	0.583111 	-1.53409 	-1.56027 	1.531 	
25.865	0.28983 	-0.172373 	0.583108 	-1.5348 	-1.56027 	1.53173 	
25.87	0.289844 	-0.172366 	0.583108 	-1.53621 	-1.56027 	1.53315 	
25.875	0.289858 	-0.17236 	0.583109 	-1.53834 	-1.56027 	1.5353 	
25.88	0.289874 	-0.172353 	0.583113 	-1.54116 	-1.56027 	1.53814 	
25.885	0.289891 	-0.172347 	0.583119 	-1.54469 	-1.56027 	1.54169 	
25.89	0.289909 	-0.172341 	0.583126 	-1.5489 	-1.56027 	1.54592 	
25.895	0.289927 	-0.172335 	0.583136 	-1.55382 	-1.56027 	1.55085 	
25.9	0.289946 	-0.17233 	0.583148 	-1.5594 	-1.56027 	1.55644 	
25.905	0.289966 	-0.172325 	0.583162 	-1.56565 	-1.56027 	1.5627 	
25.91	0.289986 	-0.172321 	0.583178 	-1.57253 	-1.56028 	1.56959 	
25.915	0.290007 	-0.172317 	0.583196 	-1.58004 	-1.56028 	1.57711 	
25.92	0.290028 	-0.172313 	0.583215 	-1.58814 	-1.56028 	1.58521 	
25.925	0.29005 	-0.17231 	0.583237 	-1.59685 	-1.56028 	1.59392 	
25.93	0.290072 	-0.172308 	0.583261 	-1.60613 	-1.56028 	1.60321 	
25.935	0.290094 	-0.172306 	0.583286 	-1.61601 	-1.56028 	1.61308 	
25.94	0.290116 	-0.172304 	0.583313 	-1.62643 	-1.56028 	1.6235 	
25.945	0.290138 	-0.172304 	0.583342 	-1.63735 	-1.56027 	1.63442 	
25.95	0.290161 	-0.172303 	0.583373 	-1.64869 	-1.56027 	1.64576 	
25.955	0.290183 	-0.172304 	0.583405 	-1.66039 	-1.56026 	1.65745 	
25.96	0.290204 	-0.172305 	0.583438 	-1.67236 	-1.56026 	1.66941 	
25.965	0.290226 	-0.172306 	0.583471 	-1.68455 	-1.56025 	1.68158 	
25.97	0.290246 	-0.172308 	0.583506 	-1.69686 	-1.56024 	1.69388 	
25.975	0.290266 	-0.172311 	0.583541 	-1.70919 	-1.56023 	1.7062 	
25.98	0.290285 	-0.172314 	0.583576 	-1.72137 	-1.56021 	1.71837 	
25.985	0.290303 	-0.172318 	0.583611 	-1.73332 	-1.5602 	1.73029 	
25.99	0.290319 	-0.172322 	0.583644 	-1.74488 	-1.56018 	1.74183 	
25.995	0.290334 	-0.172327 	0.583677 	-1.75603 	-1.56017 	1.75296 	
26	0.290347 	-0.172332 	0.583709 	-1.76668 	-1.56015 	1.7636 	
26.005	0.290359 	-0.172338 	0.58374 	-1.77685 	-1.56013 	1.77374 	
26.01	0.290369 	-0.172344 	0.58377 	-1.78648 	-1.56012 	1.78334 	
26.015	0.290377 	-0.17235 	0.583799 	-1.7956 	-1.5601 	1.79244 	
26.02	0.290384 	-0.172357 	0.583826 	-1.80422 	-1.56008 	1.80104 	
26.025	0.290389 	-0.172365 	0.583853 	-1.8124 	-1.56007 	1.80919 	
26.03	0.290393 	-0.172372 	0.583878 	-1.82011 	-1.56005 	1.81687 	
26.035	0.290395 	-0.17238 	0.583902 	-1.82736 	-1.56003 	1.82409 	
26.04	0.290396 	-0.172389 	0.583925 	-1.83402 	-1.56002 	1.83072 	
26.045	0.290395 	-0.172397 	0.583947 	-1.84009 	-1.56001 	1.83676 	
26.05	0.290392 	-0.172406 	0.583967 	-1.84549 	-1.55999 	1.84214 	
26.055	0.290389 	-0.172414 	0.583984 	-1.85026 	-1.55998 	1.84688 	
26.06	0.290383 	-0.172423 	0.584 	-1.85437 	-1.55997 	1.85096 	
26.065	0.290377 	-0.172431 	0.584015 	-1.85781 	-1.55997 	1.85437 	
26.07	0.290369 	-0.17244 	0.584027 	-1.8606 	-1.55996 	1.85714 	
26.075	0.29036 	-0.172448 	0.584037 	-1.86274 	-1.55996 	1.85925 	
26.08	0.290349 	-0.172457 	0.584046 	-1.86427 	-1.55995 	1.86075 	
26.085	0.290338 	-0.172465 	0.584052 	-1.86521 	-1.55995 	1.86166 	
26.09	0.290326 	-0.172473 	0.584058 	-1.8656 	-1.55995 	1.86204 	
26.095	0.290313 	-0.172481 	0.584061 	-1.86545 	-1.55995 	1.86186 	
26.1	0.290299 	-0.172488 	0.584063 	-1.86477 	-1.55996 	1.86116 	
26.105	0.290284 	-0.172496 	0.584063 	-1.86355 	-1.55996 	1.85991 	
26.11	0.290269 	-0.172503 	0.584061 	-1.86178 	-1.55997 	1.85813 	
26.115	0.290252 	-0.17251 	0.584058 	-1.85941 	-1.55998 	1.85574 	
26.12	0.290235 	-0.172517 	0.584053 	-1.85644 	-1.55999 	1.85275 	
26.125	0.290217 	-0.172523 	0.584045 	-1.85279 	-1.56 	1.84908 	
26.13	0.290199 	-0.172529 	0.584035 	-1.84851 	-1.56001 	1.84478 	
26.135	0.29018 	-0.172534 	0.584024 	-1.84355 	-1.56003 	1.83981 	
26.14	0.290161 	-0.172539 	0.58401 	-1.83798 	-1.56004 	1.83423 	
26.145	0.290141 	-0.172544 	0.583994 	-1.83176 	-1.56006 	1.828 	
26.15	0.29012 	-0.172548 	0.583977 	-1.8249 	-1.56007 	1.82113 	
26.155	0.2901 	-0.172551 	0.583956 	-1.81733 	-1.56009 	1.81356 	
26.16	0.290078 	-0.172554 	0.583934 	-1.80907 	-1.56011 	1.80528 	
26.165	0.290057 	-0.172556 	0.58391 	-1.80009 	-1.56013 	1.7963 	
26.17	0.290035 	-0.172557 	0.583883 	-1.79047 	-1.56015 	1.78668 	
26.175	0.290014 	-0.172558 	0.583854 	-1.78031 	-1.56017 	1.77652 	
26.18	0.289992 	-0.172558 	0.583824 	-1.76967 	-1.56019 	1.76589 	
26.185	0.289971 	-0.172557 	0.583793 	-1.75862 	-1.56021 	1.75484 	
26.19	0.28995 	-0.172556 	0.58376 	-1.74718 	-1.56023 	1.74341 	
26.195	0.28993 	-0.172554 	0.583726 	-1.73542 	-1.56024 	1.73166 	
