290843 	-0.172233 	0.583705 	-1.24491 	-1.55888 	1.24379 	
20.775	0.290326 	-0.172302 	0.583441 	-1.46451 	-1.5598 	1.46228 	
20.78	0.290335 	-0.172301 	0.58345 	-1.46838 	-1.55981 	1.46616 	
20.785	0.290345 	-0.172301 	0.58346 	-1.4724 	-1.55982 	1.47017 	
20.79	0.290354 	-0.1723 	0.583471 	-1.47653 	-1.55982 	1.4743 	
20.795	0.290363 	-0.1723 	0.583482 	-1.48075 	-1.55983 	1.47852 	
20.8	0.290371 	-0.172301 	0.583493 	-1.48506 	-1.55983 	1.48283 	
20.805	0.29038 	-0.172301 	0.583505 	-1.48948 	-1.55984 	1.48724 	
20.81	0.290388 	-0.172302 	0.583517 	-1.494 	-1.55985 	1.49176 	
20.815	0.290397 	-0.172303 	0.58353 	-1.49863 	-1.55985 	1.49638 	
20.82	0.290405 	-0.172305 	0.583543 	-1.50334 	-1.55986 	1.50109 	
20.825	0.290413 	-0.172306 	0.583556 	-1.50811 	-1.55987 	1.50584 	
20.83	0.29042 	-0.172308 	0.58357 	-1.5129 	-1.55987 	1.51063 	
20.835	0.290427 	-0.17231 	0.583583 	-1.5177 	-1.55988 	1.51542 	
20.84	0.290434 	-0.172313 	0.583597 	-1.5225 	-1.55988 	1.52021 	
20.845	0.290441 	-0.172315 	0.583611 	-1.5273 	-1.55989 	1.525 	
20.85	0.290447 	-0.172318 	0.583624 	-1.53206 	-1.55989 	1.52975 	
20.855	0.290452 	-0.172321 	0.583638 	-1.53677 	-1.5599 	1.53445 	
20.86	0.290458 	-0.172324 	0.583652 	-1.54138 	-1.5599 	1.53905 	
20.865	0.290462 	-0.172327 	0.583665 	-1.54589 	-1.5599 	1.54354 	
20.87	0.290466 	-0.172331 	0.583678 	-1.5503 	-1.55991 	1.54794 	
20.875	0.29047 	-0.172335 	0.583691 	-1.55466 	-1.55991 	1.55228 	
20.88	0.290473 	-0.172339 	0.583704 	-1.55898 	-1.55992 	1.5566 	
20.885	0.290476 	-0.172343 	0.583718 	-1.56329 	-1.55992 	1.56088 	
20.89	0.290478 	-0.172348 	0.583731 	-1.56752 	-1.55992 	1.5651 	
20.895	0.290479 	-0.172352 	0.583744 	-1.57164 	-1.55993 	1.5692 	
20.9	0.29048 	-0.172357 	0.583756 	-1.57556 	-1.55993 	1.57311 	
20.905	0.29048 	-0.172362 	0.583768 	-1.57925 	-1.55993 	1.57679 	
20.91	0.29048 	-0.172367 	0.58378 	-1.58269 	-1.55993 	1.58021 	
20.915	0.290478 	-0.172372 	0.58379 	-1.58587 	-1.55994 	1.58337 	
20.92	0.290477 	-0.172377 	0.5838 	-1.58878 	-1.55994 	1.58626 	
20.925	0.290474 	-0.172382 	0.583809 	-1.59143 	-1.55994 	1.58889 	
20.93	0.290471 	-0.172387 	0.583817 	-1.59379 	-1.55994 	1.59124 	
20.935	0.290468 	-0.172392 	0.583825 	-1.59589 	-1.55994 	1.59333 	
20.94	0.290464 	-0.172398 	0.583832 	-1.59775 	-1.55994 	1.59517 	
20.945	0.290459 	-0.172403 	0.583838 	-1.59937 	-1.55995 	1.59677 	
20.95	0.290454 	-0.172408 	0.583844 	-1.60076 	-1.55995 	1.59815 	
20.955	0.290449 	-0.172412 	0.583849 	-1.60193 	-1.55995 	1.5993 	
20.96	0.290443 	-0.172417 	0.583853 	-1.60286 	-1.55995 	1.60022 	
20.965	0.290437 	-0.172422 	0.583856 	-1.60357 	-1.55995 	1.60091 	
20.97	0.29043 	-0.172427 	0.583859 	-1.60406 	-1.55995 	1.60139 	
20.975	0.290424 	-0.172432 	0.583862 	-1.60434 	-1.55995 	1.60166 	
20.98	0.290417 	-0.172436 	0.583863 	-1.60445 	-1.55996 	1.60176 	
20.985	0.290409 	-0.172441 	0.583864 	-1.60436 	-1.55996 	1.60165 	
20.99	0.290402 	-0.172445 	0.583865 	-1.60408 	-1.55996 	1.60136 	
20.995	0.290394 	-0.172449 	0.583865 	-1.60359 	-1.55996 	1.60086 	
21	0.290386 	-0.172453 	0.583864 	-1.60289 	-1.55996 	1.60014 	
21.005	0.290377 	-0.172457 	0.583863 	-1.60198 	-1.55996 	1.59922 	
21.01	0.290369 	-0.172461 	0.583861 	-1.60088 	-1.55996 	1.59812 	
21.015	0.29036 	-0.172465 	0.583858 	-1.59961 	-1.55996 	1.59684 	
21.02	0.290351 	-0.172469 	0.583855 	-1.59817 	-1.55997 	1.59539 	
21.025	0.290342 	-0.172472 	0.583852 	-1.59653 	-1.55997 	1.59374 	
21.03	0.290333 	-0.172475 	0.583847 	-1.59469 	-1.55997 	1.59188 	
21.035	0.290324 	-0.172478 	0.583842 	-1.59258 	-1.55997 	1.58977 	
21.04	0.290314 	-0.172481 	0.583836 	-1.59019 	-1.55997 	1.58737 	
21.045	0.290304 	-0.172484 	0.583829 	-1.58752 	-1.55997 	1.5847 	
21.05	0.290295 	-0.172486 	0.583821 	-1.58456 	-1.55997 	1.58173 	
21.055	0.290285 	-0.172488 	0.583812 	-1.58129 	-1.55997 	1.57846 	
21.06	0.290274 	-0.172489 	0.583802 	-1.57768 	-1.55997 	1.57485 	
21.065	0.290264 	-0.172491 	0.58379 	-1.57377 	-1.55997 	1.57094 	
21.07	0.290254 	-0.172491 	0.583778 	-1.56956 	-1.55997 	1.56672 	
21.075	0.290243 	-0.172492 	0.583765 	-1.56509 	-1.55997 	1.56225 	
21.08	0.290233 	-0.172492 	0.583751 	-1.56039 	-1.55996 	1.55755 	
21.085	0.290222 	-0.172493 	0.583736 	-1.55549 	-1.55996 	1.55266 	
21.09	0.290212 	-0.172492 	0.583721 	-1.55042 	-1.55996 	1.54759 	
21.095	0.290201 	-0.172492 	0.583705 	-1.5452 	-1.55996 	1.54238 	
21.1	0.290191 	-0.172491 	0.583689 	-1.53987 	-1.55995 	1.53705 	
21.105	0.290181 	-0.172489 	0.583672 	-1.53445 	-1.55995 	1.53164 	
21.11	0.290171 	-0.172488 	0.583655 	-1.52895 	-1.55995 	1.52615 	
21.115	0.290162 	-0.172486 	0.583638 	-1.52339 	-1.55994 	1.5206 	
21.12	0.290153 	-0.172483 	0.583621 	-1.51782 	-1.55994 	1.51504 	
21.125	0.290144 	-0.17248 	0.583603 	-1.51228 	-1.55993 	1.50951 	
21.13	0.290136 	-0.172477 	0.583586 	-1.50685 	-1.55993 	1.50409 	
21.135	0.290128 	-0.172474 	0.583569 	-1.50164 	-1.55992 	1.49889 	
21.14	0.290121 	-0.17247 	0.583553 	-1.49667 	-1.55991 	1.49394 	
21.145	0.290115 	-0.172465 	0.583537 	-1.49199 	-1.55991 	1.48928 	
21.15	0.29011 	-0.172461 	0.583523 	-1.48761 	-1.5599 	1.48491 	
21.155	0.290105 	-0.172456 	0.583509 	-1.48349 	-1.5599 	1.48081 	
21.16	0.290101 	-0.172451 	0.583495 	-1.47958 	-1.55989 	1.47692 	
21.165	0.290098 	-0.172446 	0.583482 	-1.47583 	-1.55989 	1.47319 	
21.17	0.290096 	-0.17244 	0.583469 	-1.47222 	-1.55988 	1.4696 	
21.175	0.290094 	-0.172434 	0.583456 	-1.46876 	-1.55988 	1.46616 	
21.18	0.290093 	-0.172428 	0.583444 	-1.46547 	-1.55987 	1.46289 	
21.185	0.290093 	-0.172421 	0.583432 	-1.46241 	-1.55987 	1.45986 	
21.19	0.290094 	-0.172414 	0.583421 	-1.4596 	-1.55986 	1.45707 	
21.195	0.290096 	-0.172407 	0.58341 	-1.45708 	-1.55986 	1.45457 	
21.2	0.290098 	-0.1724 	0.583401 	-1.45484 	-1.55986 	1.45236 	
21.205	0.290101 	-0.172393 	0.583392 	-1.45291 	-1.55985 	1.45045 	
21.21	0.290104 	-0.172386 	0.583384 	-1.45128 	-1.55985 	1.44884 	
21.215	0.290109 	-0.172378 	0.583377 	-1.44997 	-1.55985 	1.44756 	
21.22	0.290114 	-0.172371 	0.583371 	-1.44899 	-1.55984 	1.4466 	
21.225	0.29012 	-0.172363 	0.583365 	-1.44834 	-1.55984 	1.44598 	
21.23	0.290126 	-0.172356 	0.583361 	-1.44801 	-1.55984 	1.44567 	
21.235	0.290133 	-0.172349 	0.583358 	-1.44796 	-1.55984 	1.44564 	
21.24	0.29014 	-0.172342 	0.583355 	-1.44815 	-1.55984 	1.44585 	
21.245	0.290148 	-0.172334 	0.583353 	-1.44856 	-1.55984 	1.44629 	
21.25	0.290156 	-0.172327 	0.583351 	-1.44917 	-1.55984 	1.44692 	
21.255	0.290164 	-0.17232 	0.583351 	-1.44998 	-1.55985 	1.44775 	
21.26	0.290172 	-0.172313 	0.58335 	-1.45098 	-1.55985 	1.44877 	
21.265	0.290181 	-0.172307 	0.583351 	-1.45216 	-1.55985 	1.44998 	
21.27	0.29019 	-0.1723 	0.583352 	-1.45355 	-1.55985 	1.45138 	
21.275	0.290199 	-0.172294 	0.583353 	-1.45513 	-1.55985 	1.45298 	
21.28	0.290209 	-0.172288 	0.583355 	-1.45691 	-1.55986 	1.45478 	
21.285	0.290218 	-0.172281 	0.583358 	-1.45886 	-1.55986 	1.45675 	
21.29	0.290228 	-0.172276 	0.583362 	-1.46096 	-1.55986 	1.45887 	
21.295	0.290238 	-0.17227 	0.583365 	-1.46319 	-1.55987 	1.46111 	
21.3	0.290247 	-0.172265 	0.583369 	-1.46553 	-1.55987 	1.46346 	
21.305	0.290257 	-0.17226 	0.583374 	-1.46797 	-1.55987 	1.46592 	
21.31	0.290266 	-0.172255 	0.583379 	-1.47054 	-1.55988 	1.46851 	
21.315	0.290276 	-0.17225 	0.583385 	-1.47326 	-1.55988 	1.47123 	
21.32	0.290285 	-0.172246 	0.583391 	-1.47614 	-1.55989 	1.47413 	
21.325	0.290294 	-0.172243 	0.583397 	-1.47919 	-1.55989 	1.47719 	
21.33	0.290304 	-0.172239 	0.583405 	-1.48242 	-1.5599 	1.48042 	
21.335	0.290313 	-0.172237 	0.583413 	-1.48583 	-1.5599 	1.48385 	
21.34	0.290322 	-0.172234 	0.583422 	-1.48944 	-1.55991 	1.48746 	
21.345	0.290331 	-0.172232 	0.583431 	-1.49323 	-1.55991 	1.49125 	
21.35	0.29034 	-0.172231 	0.583442 	-1.49721 	-1.55992 	1.49523 	
21.355	0.290348 	-0.17223 	0.583452 	-1.50137 	-1.55992 	1.49939 	
21.36	0.290357 	-0.172229 	0.583464 	-1.5057 	-1.55993 	1.50373 	
21.365	0.290365 	-0.172229 	0.583476 	-1.51023 	-1.55993 	1.50825 	
21.37	0.290373 	-0.17223 	0.583489 	-1.51493 	-1.55994 	1.51295 	
21.375	0.290381 	-0.172231 	0.583503 	-1.51983 	-1.55994 	1.51784 	
21.38	0.290389 	-0.172232 	0.583517 	-1.52491 	-1.55995 	1.52292 	
21.385	0.290397 	-0.172233 	0.583532 	-1.53014 	-1.55995 	1.52813 	
21.39	0.290404 	-0.172235 	0.583548 	-1.53547 	-1.55996 	1.53346 	
21.395	0.290411 	-0.172238 	0.583563 	-1.54088 	-1.55996 	1.53886 	
21.4	0.290418 	-0.17224 	0.583579 	-1.54635 	-1.55997 	1.54432 	
21.405	0.290425 	-0.172243 	0.583596 	-1.55191 	-1.55997 	1.54987 	
21.41	0.290431 	-0.172247 	0.583613 	-1.55761 	-1.55998 	1.55555 	
21.415	0.290437 	-0.17225 	0.58363 	-1.56351 	-1.55998 	1.56144 	
21.42	0.290443 	-0.172254 	0.583649 	-1.56966 	-1.55999 	1.56757 	
21.425	0.290449 	-0.172259 	0.583669 	-1.57603 	-1.55999 	1.57393 	
21.43	0.290454 	-0.172264 	0.583689 	-1.58254 	-1.55999 	1.58042 	
21.435	0.290459 	-0.172269 	0.583709 	-1.5891 	-1.56 	1.58696 	
21.44	0.290463 	-0.172275 	0.58373 	-1.59561 	-1.56 	1.59345 	
21.445	0.290467 	-0.172281 	0.58375 	-1.60202 	-1.56 	1.59984 	
21.45	0.29047 	-0.172287 	0.58377 	-1.60829 	-1.56 	1.60608 	
21.455	0.290473 	-0.172293 	0.583789 	-1.61441 	-1.56 	1.61218 	
21.46	0.290475 	-0.172299 	0.583808 	-1.62028 	-1.56 	1.61803 	
21.465	0.290476 	-0.172306 	0.583827 	-1.6259 	-1.56 	1.62363 	
21.47	0.290477 	-0.172312 	0.583844 	-1.63118 	-1.56 	1.62888 	
21.475	0.290476 	-0.172319 	0.583861 	-1.63612 	-1.56 	1.6338 	
21.48	0.290475 	-0.172326 	0.583876 	-1.64069 	-1.56 	1.63835 	
21.485	0.290474 	-0.172332 	0.58389 	-1.64491 	-1.56 	1.64255 	
21.49	0.290471 	-0.172339 	0.583904 	-1.64878 	-1.56 	1.64639 	
21.495	0.290468 	-0.172345 	0.583916 	-1.6523 	-1.56 	1.64989 	
21.5	0.290465 	-0.172352 	0.583928 	-1.65543 	-1.56 	1.653 	
21.505	0.29046 	-0.172358 	0.583938 	-1.65818 	-1.56 	1.65573 	
21.51	0.290455 	-0.172364 	0.583947 	-1.66051 	-1.56 	1.65804 	
21.515	0.29045 	-0.17237 	0.583954 	-1.66243 	-1.56001 	1.65995 	
21.52	0.290444 	-0.172376 	0.583961 	-1.66395 	-1.56001 	1.66145 	
21.525	0.290437 	-0.172382 	0.583966 	-1.66506 	-1.56001 	1.66254 	
21.53	0.290429 	-0.172388 	0.58397 	-1.6658 	-1.56001 	1.66326 	
21.535	0.290421 	-0.172394 	0.583973 	-1.66614 	-1.56001 	1.66358 	
21.54	0.290413 	-0.172399 	0.583975 	-1.66609 	-1.56001 	1.66352 	
21.545	0.290404 	-0.172404 	0.583976 	-1.66567 	-1.56001 	1.66308 	
21.55	0.290395 	-0.172409 	0.583975 	-1.66488 	-1.56001 	1.66228 	
21.555	0.290385 	-0.172414 	0.583974 	-1.66371 	-1.56002 	1.66109 	
21.56	0.290375 	-0.172418 	0.583971 	-1.66217 	-1.56002 	1.65953 	
21.565	0.290365 	-0.172423 	0.583966 	-1.66017 	-1.56002 	1.65753 	
21.57	0.290354 	-0.172427 	0.583961 	-1.65771 	-1.56002 	1.65505 	
21.575	0.290342 	-0.17243 	0.583953 	-1.65474 	-1.56002 	1.65207 	
21.58	0.290331 	-0.172433 	0.583944 	-1.65126 	-1.56003 	1.64859 	
21.585	0.290319 	-0.172436 	0.583933 	-1.64728 	-1.56003 	1.6446 	
21.59	0.290306 	-0.172439 	0.583921 	-1.64283 	-1.56003 	1.64015 	
21.595	0.290294 	-0.172441 	0.583907 	-1.63791 	-1.56003 	1.63522 	
21.6	0.290281 	-0.172443 	0.583892 	-1.63256 	-1.56004 	1.62987 	
21.605	0.290267 	-0.172444 	0.583876 	-1.62677 	-1.56004 	1.62407 	
21.61	0.290254 	-0.172445 	0.583858 	-1.62057 	-1.56004 	1.61788 	
21.615	0.29024 	-0.172446 	0.583839 	-1.61398 	-1.56004 	1.61128 	
21.62	0.290227 	-0.172446 	0.583818 	-1.60701 	-1.56004 	1.60432 	
21.625	0.290213 	-0.172446 	0.583796 	-1.59971 	-1.56004 	1.59702 	
21.63	0.290199 	-0.172446 	0.583774 	-1.59208 	-1.56004 	1.58938 	
21.635	0.290185 	-0.172445 	0.58375 	-1.58412 	-1.56004 	1.58144 	
21.64	0.290171 	-0.172444 	0.583725 	-1.57588 	-1.56004 	1.5732 	
21.645	0.290157 	-0.172443 	0.583699 	-1.56743 	-1.56003 	1.56476 	
21.65	0.290143 	-0.172441 	0.583673 	-1.55888 	-1.56003 	1.55622 	
21.655	0.29013 	-0.172439 	0.583647 	-1.55032 	-1.56002 	1.54766 	
21.66	0.290117 	-0.172437 	0.583621 	-1.54184 	-1.56002 	1.5392 	
21.665	0.290104 	-0.172435 	0.583595 	-1.53349 	-1.56001 	1.53085 	
21.67	0.290093 	-0.172432 	0.583569 	-1.52528 	-1.56 	1.52265 	
21.675	0.290082 	-0.17243 	0.583544 	-1.51722 	-1.56 	1.51461 	
21.68	0.290071 	-0.172426 	0.583519 	-1.50931 	-1.55999 	1.50671 	
21.685	0.290061 	-0.172423 	0.583494 	-1.50156 	-1.55998 	1.49897 	
21.69	0.290053 	-0.172419 	0.583469 	-1.494 	-1.55997 	1.49142 	
21.695	0.290045 	-0.172415 	0.583445 	-1.48665 	-1.55996 	1.48409 	
21.7	0.290038 	-0.17241 	0.583422 	-1.47959 	-1.55995 	1.47705 	
21.705	0.290032 	-0.172406 	0.583399 	-1.47287 	-1.55994 	1.47035 	
21.71	0.290027 	-0.172401 	0.583377 	-1.46658 	-1.55993 	1.46407 	
21.715	0.290024 	-0.172396 	0.583357 	-1.46074 	-1.55992 	1.45825 	
21.72	0.290021 	-0.17239 	0.583338 	-1.45534 	-1.55991 	1.45287 	
21.725	0.29002 	-0.172385 	0.58332 	-1.45044 	-1.5599 	1.44799 	
21.73	0.29002 	-0.17238 	0.583303 	-1.44603 	-1.55989 	1.44359 	
21.735	0.290021 	-0.172374 	0.583288 	-1.44217 	-1.55988 	1.43975 	
21.74	0.290023 	-0.172368 	0.583274 	-1.43887 	-1.55988 	1.43647 	
21.745	0.290027 	-0.172362 	0.583262 	-1.43614 	-1.55987 	1.43375 	
21.75	0.290031 	-0.172357 	0.583252 	-1.43394 	-1.55986 	1.43157 	
21.755	0.290037 	-0.172351 	0.583243 	-1.43225 	-1.55986 	1.4299 	
21.76	0.290043 	-0.172345 	0.583235 	-1.43103 	-1.55986 	1.42869 	
21.765	0.29005 	-0.17234 	0.583229 	-1.43029 	-1.55985 	1.42797 	
21.77	0.290058 	-0.172334 	0.583225 	-1.43 	-1.55985 	1.42769 	
21.775	0.290067 	-0.172329 	0.583221 	-1.43018 	-1.55985 	1.42789 	
21.78	0.290076 	-0.172323 	0.583219 	-1.43081 	-1.55985 	1.42853 	
21.785	0.290086 	-0.172318 	0.583219 	-1.43186 	-1.55985 	1.4296 	
21.79	0.290097 	-0.172313 	0.583219 	-1.4333 	-1.55986 	1.43105 	
21.795	0.290108 	-0.172308 	0.583221 	-1.4351 	-1.55986 	1.43286 	
21.8	0.290119 	-0.172303 	0.583223 	-1.43724 	-1.55986 	1.43501 	
21.805	0.290131 	-0.172298 	0.583227 	-1.43974 	-1.55986 	1.43752 	
21.81	0.290143 	-0.172294 	0.583232 	-1.44259 	-1.55987 	1.44038 	
21.815	0.290156 	-0.172289 	0.583238 	-1.44581 	-1.55987 	1.44362 	
21.82	0.290169 	-0.172285 	0.583246 	-1.44943 	-1.55988 	1.44725 	
21.825	0.290183 	-0.172282 	0.583254 	-1.45343 	-1.55988 	1.45126 	
21.83	0.290196 	-0.172279 	0.583264 	-1.45783 	-1.55989 	1.45566 	
21.835	0.29021 	-0.172276 	0.583276 	-1.4626 	-1.5599 	1.46043 	
21.84	0.290224 	-0.172273 	0.583288 	-1.46775 	-1.55991 	1.46558 	
21.845	0.290238 	-0.172271 	0.583302 	-1.47324 	-1.55991 	1.47108 	
21.85	0.290253 	-0.172269 	0.583317 	-1.4791 	-1.55992 	1.47694 	
21.855	0.290267 	-0.172268 	0.583333 	-1.48531 	-1.55993 	1.48315 	
21.86	0.290281 	-0.172267 	0.58335 	-1.49192 	-1.55994 	1.48976 	
21.865	0.290296 	-0.172266 	0.583369 	-1.49891 	-1.55995 	1.49675 	
21.87	0.29031 	-0.172266 	0.583389 	-1.50632 	-1.55995 	1.50415 	
21.875	0.290325 	-0.172267 	0.583411 	-1.51409 	-1.55996 	1.51191 	
21.88	0.290339 	-0.172268 	0.583433 	-1.52217 	-1.55997 	1.51999 	
21.885	0.290354 	-0.172269 	0.583457 	-1.53051 	-1.55998 	1.52831 	
21.89	0.290368 	-0.172271 	0.583481 	-1.53901 	-1.55999 	1.5368 	
21.895	0.290381 	-0.172273 	0.583506 	-1.54763 	-1.55999 	1.54541 	
21.9	0.290394 	-0.172276 	0.583531 	-1.55631 	-1.56 	1.55408 	
21.905	0.290407 	-0.172279 	0.583556 	-1.56502 	-1.56 	1.56277 	
21.91	0.290419 	-0.172283 	0.583581 	-1.57367 	-1.56001 	1.57141 	
21.915	0.29043 	-0.172287 	0.583606 	-1.5822 	-1.56001 	1.57992 	
21.92	0.290441 	-0.172291 	0.583631 	-1.59056 	-1.56001 	1.58826 	
21.925	0.29045 	-0.172295 	0.583655 	-1.59869 	-1.56001 	1.59637 	
21.93	0.290459 	-0.1723 	0.583679 	-1.6066 	-1.56001 	1.60427 	
21.935	0.290467 	-0.172305 	0.583702 	-1.61435 	-1.56002 	1.61199 	
21.94	0.290474 	-0.172311 	0.583725 	-1.62198 	-1.56002 	1.6196 	
21.945	0.290479 	-0.172317 	0.583749 	-1.62956 	-1.56001 	1.62716 	
21.95	0.290484 	-0.172324 	0.583772 	-1.63705 	-1.56001 	1.63462 	
21.955	0.290488 	-0.172331 	0.583796 	-1.64431 	-1.56001 	1.64185 	
21.96	0.290491 	-0.172338 	0.583818 	-1.65126 	-1.56001 	1.64879 	
21.965	0.290492 	-0.172345 	0.583839 	-1.65778 	-1.56001 	1.65527 	
21.97	0.290493 	-0.172353 	0.583859 	-1.66384 	-1.56001 	1.66131 	
21.975	0.290492 	-0.17236 	0.583878 	-1.66946 	-1.56 	1.6669 	
21.98	0.290491 	-0.172368 	0.583896 	-1.67464 	-1.56 	1.67206 	
21.985	0.290488 	-0.172375 	0.583912 	-1.67935 	-1.56 	1.67674 	
21.99	0.290484 	-0.172383 	0.583927 	-1.68357 	-1.56 	1.68093 	
21.995	0.29048 	-0.17239 	0.583941 	-1.68723 	-1.56 	1.68458 	
22	0.290474 	-0.172398 	0.583953 	-1.69037 	-1.55999 	1.68769 	
22.005	0.290467 	-0.172405 	0.583963 	-1.69297 	-1.55999 	1.69027 	
22.01	0.29046 	-0.172412 	0.583972 	-1.69507 	-1.55999 	1.69234 	
22.015	0.290451 	-0.172419 	0.58398 	-1.69665 	-1.55999 	1.6939 	
22.02	0.290442 	-0.172426 	0.583986 	-1.69769 	-1.55999 	1.69491 	
22.025	0.290432 	-0.172433 	0.58399 	-1.69822 	-1.55999 	1.69542 	
22.03	0.290421 	-0.17244 	0.583993 	-1.69825 	-1.56 	1.69543 	
22.035	0.29041 	-0.172446 	0.583994 	-1.69784 	-1.56 	1.69501 	
22.04	0.290398 	-0.172452 	0.583995 	-1.697 	-1.56 	1.69415 	
22.045	0.290385 	-0.172458 	0.583994 	-1.69574 	-1.56 	1.69287 	
22.05	0.290372 	-0.172464 	0.583991 	-1.694 	-1.56 	1.69111 	
22.055	0.290358 	-0.172469 	0.583987 	-1.69176 	-1.56001 	1.68886 	
22.06	0.290344 	-0.172474 	0.583981 	-1.68895 	-1.56001 	1.68603 	
22.065	0.290329 	-0.172479 	0.583973 	-1.6856 	-1.56001 	1.68267 	
22.07	0.290314 	-0.172483 	0.583964 	-1.68169 	-1.56002 	1.67875 	
22.075	0.290299 	-0.172487 	0.583953 	-1.67728 	-1.56002 	1.67433 	
22.08	0.290283 	-0.172491 	0.58394 	-1.67233 	-1.56003 	1.66937 	
22.085	0.290267 	-0.172494 	0.583926 	-1.66685 	-1.56003 	1.66388 	
22.09	0.29025 	-0.172496 	0.583909 	-1.6608 	-1.56003 	1.65783 	
22.095	0.290233 	-0.172498 	0.583891 	-1.6542 	-1.56004 	1.65122 	
22.1	0.290216 	-0.1725 	0.583871 	-1.64706 	-1.56004 	1.64408 	
22.105	0.290199 	-0.172501 	0.58385 	-1.63944 	-1.56005 	1.63646 	
22.11	0.290181 	-0.172501 	0.583827 	-1.63134 	-1.56005 	1.62836 	
22.115	0.290164 	-0.172501 	0.583802 	-1.6228 	-1.56005 	1.61982 	
22.12	0.290146 	-0.172501 	0.583776 	-1.61379 	-1.56005 	1.61082 	
22.125	0.290129 	-0.172499 	0.583748 	-1.60438 	-1.56005 	1.60141 	
22.13	0.290112 	-0.172498 	0.583719 	-1.59466 	-1.56005 	1.59171 	
22.135	0.290095 	-0.172495 	0.58369 	-1.58479 	-1.56005 	1.58185 	
22.14	0.290079 	-0.172493 	0.58366 	-1.57487 	-1.56005 	1.57193 	
22.145	0.290063 	-0.172489 	0.58363 	-1.565 	-1.56004 	1.56208 	
22.15	0.290049 	-0.172486 	0.5836 	-1.5552 	-1.56004 	1.5523 	
22.155	0.290035 	-0.172481 	0.58357 	-1.54555 	-1.56003 	1.54266 	
22.16	0.290022 	-0.172477 	0.58354 	-1.53607 	-1.56002 	1.5332 	
22.165	0.290011 	-0.172472 	0.583511 	-1.52684 	-1.56001 	1.52398 	
22.17	0.29 	-0.172466 	0.583483 	-1.51786 	-1.56001 	1.51502 	
22.175	0.289991 	-0.17246 	0.583454 	-1.50914 	-1.56 	1.50633 	
22.18	0.289982 	-0.172454 	0.583426 	-1.50063 	-1.55999 	1.49784 	
22.185	0.289975 	-0.172447 	0.583399 	-1.49232 	-1.55997 	1.48955 	
22.19	0.289969 	-0.17244 	0.583371 	-1.48421 	-1.55996 	1.48147 	
22.195	0.289965 	-0.172432 	0.583344 	-1.47647 	-1.55995 	1.47375 	
22.2	0.289961 	-0.172424 	0.583319 	-1.46916 	-1.55994 	1.46647 	
22.205	0.28996 	-0.172415 	0.583295 	-1.46246 	-1.55993 	1.45979 	
22.21	0.289959 	-0.172407 	0.583272 	-1.45635 	-1.55992 	1.45371 	
22.215	0.28996 	-0.172398 	0.583252 	-1.45088 	-1.55991 	1.44826 	
22.22	0.289962 	-0.17239 	0.583233 	-1.44604 	-1.5599 	1.44345 	
22.225	0.289965 	-0.172381 	0.583215 	-1.44181 	-1.55989 	1.43926 	
22.23	0.28997 	-0.172372 	0.5832 	-1.43827 	-1.55988 	1.43574 	
22.235	0.289976 	-0.172364 	0.583187 	-1.43537 	-1.55988 	1.43287 	
22.24	0.289983 	-0.172355 	0.583175 	-1.43314 	-1.55987 	1.43066 	
22.245	0.289991 	-0.172346 	0.583166 	-1.43148 	-1.55987 	1.42903 	
22.25	0.29 	-0.172338 	0.583158 	-1.43039 	-1.55986 	1.42797 	
22.255	0.29001 	-0.172329 	0.583151 	-1.42982 	-1.55986 	1.42742 	
22.26	0.29002 	-0.172321 	0.583146 	-1.42978 	-1.55986 	1.4274 	
22.265	0.290032 	-0.172313 	0.583143 	-1.43025 	-1.55986 	1.4279 	
22.27	0.290044 	-0.172305 	0.583141 	-1.43126 	-1.55986 	1.42892 	
22.275	0.290057 	-0.172298 	0.583141 	-1.43276 	-1.55986 	1.43045 	
22.28	0.29007 	-0.17229 	0.583143 	-1.43477 	-1.55987 	1.43247 	
22.285	0.290084 	-0.172283 	0.583146 	-1.43723 	-1.55987 	1.43496 	
22.29	0.290099 	-0.172277 	0.583151 	-1.44021 	-1.55987 	1.43795 	
22.295	0.290113 	-0.17227 	0.583157 	-1.4437 	-1.55988 	1.44146 	
22.3	0.290129 	-0.172264 	0.583166 	-1.44779 	-1.55989 	1.44556 	
22.305	0.290145 	-0.172259 	0.583176 	-1.45248 	-1.55989 	1.45026 	
22.31	0.290161 	-0.172254 	0.583189 	-1.45784 	-1.5599 	1.45563 	
22.315	0.290178 	-0.172249 	0.583203 	-1.46382 	-1.55991 	1.46163 	
22.32	0.290195 	-0.172246 	0.58322 	-1.47042 	-1.55992 	1.46823 	
22.325	0.290212 	-0.172243 	0.583238 	-1.47759 	-1.55993 	1.47541 	
22.33	0.290229 	-0.17224 	0.583259 	-1.4853 	-1.55994 	1.48312 	
22.335	0.290247 	-0.172238 	0.583281 	-1.49356 	-1.55995 	1.49138 	
22.34	0.290265 	-0.172237 	0.583305 	-1.50232 	-1.55997 	1.50014 	
22.345	0.290282 	-0.172237 	0.583331 	-1.51161 	-1.55998 	1.50943 	
22.35	0.2903 	-0.172237 	0.583358 	-1.52139 	-1.55999 	1.5192 	
22.355	0.290317 	-0.172238 	0.583387 	-1.53162 	-1.56 	1.52942 	
22.36	0.290335 	-0.17224 	0.583418 	-1.54222 	-1.56001 	1.54001 	
